,x1,y1,w1,h1,x2,y2,w2,h2,x3,y3,w3,h3,x4,y4,w4,h4,x5,y5,w5,h5,x6,y6,w6,h6,x7,y7,w7,h7,x8,y8,w8,h8,x9,y9,w9,h9,x10,y10,w10,h10,x11,y11,w11,h11,x12,y12,w12,h12,x13,y13,w13,h13,x14,y14,w14,h14,x15,y15,w15,h15,x16,y16,w16,h16,x17,y17,w17,h17,x18,y18,w18,h18,x19,y19,w19,h19,x20,y20,w20,h20,x21,y21,w21,h21,x22,y22,w22,h22,x23,y23,w23,h23,x24,y24,w24,h24,x25,y25,w25,h25,x26,y26,w26,h26,x27,y27,w27,h27,x28,y28,w28,h28,x29,y29,w29,h29,x30,y30,w30,h30,x31,y31,w31,h31,x32,y32,w32,h32,x33,y33,w33,h33,x34,y34,w34,h34,x35,y35,w35,h35,x36,y36,w36,h36,x37,y37,w37,h37,x38,y38,w38,h38,x39,y39,w39,h39,x40,y40,w40,h40,x41,y41,w41,h41,x42,y42,w42,h42,x43,y43,w43,h43,x44,y44,w44,h44,x45,y45,w45,h45,x46,y46,w46,h46,x47,y47,w47,h47,x48,y48,w48,h48,x49,y49,w49,h49,x50,y50,w50,h50,x51,y51,w51,h51,x52,y52,w52,h52,x53,y53,w53,h53,x54,y54,w54,h54,x55,y55,w55,h55,x56,y56,w56,h56,x57,y57,w57,h57,x58,y58,w58,h58,x59,y59,w59,h59,x60,y60,w60,h60,State
759,2,0,720,576,24,222,15,16,50,226,30,9,2,0,720,576,18,111,26,25,23,164,15,13,23,252,17,15,23,312,14,14,23,451,16,17,24,193,15,16,24,280,16,17,48,118,35,12,49,165,36,13,49,196,32,11,49,254,40,12,49,311,36,15,170,138,203,115,172,398,202,92,381,138,203,118,381,398,204,94,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,home#menu#music
760,0,2,720,576,22,224,15,16,48,228,30,9,0,2,720,576,16,113,26,25,21,166,15,13,21,254,17,15,21,314,14,14,21,453,16,17,22,195,15,16,22,282,16,17,46,120,35,12,47,167,36,13,47,198,32,11,47,256,40,12,47,313,36,15,168,140,203,115,170,400,202,92,379,140,203,118,379,400,204,94,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,home#menu#music
761,0,0,720,576,22,222,17,16,48,226,32,9,0,0,720,576,16,111,28,25,21,164,17,13,21,252,19,15,21,312,16,14,21,451,18,17,22,193,17,16,22,280,18,17,46,118,37,12,47,165,38,13,47,196,34,11,47,254,42,12,47,311,38,15,168,138,205,115,170,398,204,92,379,138,205,118,379,398,206,94,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#music
762,0,0,720,576,22,222,15,18,48,226,30,11,0,0,720,576,16,111,26,27,21,164,15,15,21,252,17,17,21,312,14,16,21,451,16,19,22,193,15,18,22,280,16,19,46,118,35,14,47,165,36,15,47,196,32,13,47,254,40,14,47,311,36,17,168,138,203,117,170,398,202,94,379,138,203,120,379,398,204,96,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#music
763,0,0,720,576,20,222,15,16,46,226,30,9,0,0,720,576,14,111,26,25,19,164,15,13,19,252,17,15,19,312,14,14,19,451,16,17,20,193,15,16,20,280,16,17,44,118,35,12,45,165,36,13,45,196,32,11,45,254,40,12,45,311,36,15,166,138,203,115,168,398,202,92,377,138,203,118,377,398,204,94,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#music
764,0,0,720,576,22,220,15,16,48,224,30,9,0,0,720,576,16,109,26,25,21,162,15,13,21,250,17,15,21,310,14,14,21,449,16,17,22,191,15,16,22,278,16,17,46,116,35,12,47,163,36,13,47,194,32,11,47,252,40,12,47,309,36,15,168,136,203,115,170,396,202,92,379,136,203,118,379,396,204,94,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#music
765,0,0,718,576,22,222,13,16,48,226,28,9,0,0,718,576,16,111,24,25,21,164,13,13,21,252,15,15,21,312,12,14,21,451,14,17,22,193,13,16,22,280,14,17,46,118,33,12,47,165,34,13,47,196,30,11,47,254,38,12,47,311,34,15,168,138,201,115,170,398,200,92,379,138,201,118,379,398,202,94,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,0,0,718,576,home#menu#music
766,0,0,720,574,22,222,15,14,48,226,30,7,0,0,720,574,16,111,26,23,21,164,15,11,21,252,17,13,21,312,14,12,21,451,16,15,22,193,15,14,22,280,16,15,46,118,35,10,47,165,36,11,47,196,32,9,47,254,40,10,47,311,36,13,168,138,203,113,170,398,202,90,379,138,203,116,379,398,204,92,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,0,0,720,574,home#menu#music
767,3,0,720,576,25,222,15,16,51,226,30,9,3,0,720,576,19,111,26,25,24,164,15,13,24,252,17,15,24,312,14,14,24,451,16,17,25,193,15,16,25,280,16,17,49,118,35,12,50,165,36,13,50,196,32,11,50,254,40,12,50,311,36,15,171,138,203,115,173,398,202,92,382,138,203,118,382,398,204,94,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,3,0,720,576,home#menu#music
768,0,3,720,576,22,225,15,16,48,229,30,9,0,3,720,576,16,114,26,25,21,167,15,13,21,255,17,15,21,315,14,14,21,454,16,17,22,196,15,16,22,283,16,17,46,121,35,12,47,168,36,13,47,199,32,11,47,257,40,12,47,314,36,15,168,141,203,115,170,401,202,92,379,141,203,118,379,401,204,94,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,0,3,720,576,home#menu#music
769,0,0,720,576,22,222,18,16,48,226,33,9,0,0,720,576,16,111,29,25,21,164,18,13,21,252,20,15,21,312,17,14,21,451,19,17,22,193,18,16,22,280,19,17,46,118,38,12,47,165,39,13,47,196,35,11,47,254,43,12,47,311,39,15,168,138,206,115,170,398,205,92,379,138,206,118,379,398,207,94,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#music
770,0,0,720,576,22,222,15,19,48,226,30,12,0,0,720,576,16,111,26,28,21,164,15,16,21,252,17,18,21,312,14,17,21,451,16,20,22,193,15,19,22,280,16,20,46,118,35,15,47,165,36,16,47,196,32,14,47,254,40,15,47,311,36,18,168,138,203,118,170,398,202,95,379,138,203,121,379,398,204,97,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#music
771,0,0,720,576,19,222,15,16,45,226,30,9,0,0,720,576,13,111,26,25,18,164,15,13,18,252,17,15,18,312,14,14,18,451,16,17,19,193,15,16,19,280,16,17,43,118,35,12,44,165,36,13,44,196,32,11,44,254,40,12,44,311,36,15,165,138,203,115,167,398,202,92,376,138,203,118,376,398,204,94,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#music
772,0,0,720,576,22,219,15,16,48,223,30,9,0,0,720,576,16,108,26,25,21,161,15,13,21,249,17,15,21,309,14,14,21,448,16,17,22,190,15,16,22,277,16,17,46,115,35,12,47,162,36,13,47,193,32,11,47,251,40,12,47,308,36,15,168,135,203,115,170,395,202,92,379,135,203,118,379,395,204,94,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#music
773,0,0,717,576,22,222,12,16,48,226,27,9,0,0,717,576,16,111,23,25,21,164,12,13,21,252,14,15,21,312,11,14,21,451,13,17,22,193,12,16,22,280,13,17,46,118,32,12,47,165,33,13,47,196,29,11,47,254,37,12,47,311,33,15,168,138,200,115,170,398,199,92,379,138,200,118,379,398,201,94,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,0,0,717,576,home#menu#music
774,0,0,720,573,22,222,15,13,48,226,30,6,0,0,720,573,16,111,26,22,21,164,15,10,21,252,17,12,21,312,14,11,21,451,16,14,22,193,15,13,22,280,16,14,46,118,35,9,47,165,36,10,47,196,32,8,47,254,40,9,47,311,36,12,168,138,203,112,170,398,202,89,379,138,203,115,379,398,204,91,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,0,0,720,573,home#menu#music
775,0,0,720,576,22,222,15,16,48,226,30,9,0,0,720,576,16,111,26,25,21,164,15,13,21,252,17,15,21,312,14,14,21,451,16,17,22,193,15,16,22,280,16,17,46,118,35,12,47,165,36,13,47,196,32,11,47,254,40,12,47,311,36,15,170,138,201,116,379,138,204,118,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#music
776,1,0,720,576,23,222,15,16,49,226,30,9,1,0,720,576,17,111,26,25,22,164,15,13,22,252,17,15,22,312,14,14,22,451,16,17,23,193,15,16,23,280,16,17,47,118,35,12,48,165,36,13,48,196,32,11,48,254,40,12,48,311,36,15,171,138,201,116,380,138,204,118,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,1,0,720,576,home#menu#music
777,0,1,720,576,22,223,15,16,48,227,30,9,0,1,720,576,16,112,26,25,21,165,15,13,21,253,17,15,21,313,14,14,21,452,16,17,22,194,15,16,22,281,16,17,46,119,35,12,47,166,36,13,47,197,32,11,47,255,40,12,47,312,36,15,170,139,201,116,379,139,204,118,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,0,1,720,576,home#menu#music
778,0,0,720,576,22,222,16,16,48,226,31,9,0,0,720,576,16,111,27,25,21,164,16,13,21,252,18,15,21,312,15,14,21,451,17,17,22,193,16,16,22,280,17,17,46,118,36,12,47,165,37,13,47,196,33,11,47,254,41,12,47,311,37,15,170,138,202,116,379,138,205,118,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#music
779,0,0,720,576,22,222,15,17,48,226,30,10,0,0,720,576,16,111,26,26,21,164,15,14,21,252,17,16,21,312,14,15,21,451,16,18,22,193,15,17,22,280,16,18,46,118,35,13,47,165,36,14,47,196,32,12,47,254,40,13,47,311,36,16,170,138,201,117,379,138,204,119,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#music
780,0,0,720,576,21,222,15,16,47,226,30,9,0,0,720,576,15,111,26,25,20,164,15,13,20,252,17,15,20,312,14,14,20,451,16,17,21,193,15,16,21,280,16,17,45,118,35,12,46,165,36,13,46,196,32,11,46,254,40,12,46,311,36,15,169,138,201,116,378,138,204,118,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#music
781,0,0,720,576,22,221,15,16,48,225,30,9,0,0,720,576,16,110,26,25,21,163,15,13,21,251,17,15,21,311,14,14,21,450,16,17,22,192,15,16,22,279,16,17,46,117,35,12,47,164,36,13,47,195,32,11,47,253,40,12,47,310,36,15,170,137,201,116,379,137,204,118,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,0,0,720,576,home#menu#music
782,0,0,719,576,22,222,14,16,48,226,29,9,0,0,719,576,16,111,25,25,21,164,14,13,21,252,16,15,21,312,13,14,21,451,15,17,22,193,14,16,22,280,15,17,46,118,34,12,47,165,35,13,47,196,31,11,47,254,39,12,47,311,35,15,170,138,200,116,379,138,203,118,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,0,0,719,576,home#menu#music
783,0,0,720,575,22,222,15,15,48,226,30,8,0,0,720,575,16,111,26,24,21,164,15,12,21,252,17,14,21,312,14,13,21,451,16,16,22,193,15,15,22,280,16,16,46,118,35,11,47,165,36,12,47,196,32,10,47,254,40,11,47,311,36,14,170,138,201,115,379,138,204,117,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,0,0,720,575,home#menu#music
784,2,0,720,576,24,222,15,16,50,226,30,9,2,0,720,576,18,111,26,25,23,164,15,13,23,252,17,15,23,312,14,14,23,451,16,17,24,193,15,16,24,280,16,17,48,118,35,12,49,165,36,13,49,196,32,11,49,254,40,12,49,311,36,15,172,138,201,116,381,138,204,118,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,2,0,720,576,home#menu#music
785,0,2,720,576,22,224,15,16,48,228,30,9,0,2,720,576,16,113,26,25,21,166,15,13,21,254,17,15,21,314,14,14,21,453,16,17,22,195,15,16,22,282,16,17,46,120,35,12,47,167,36,13,47,198,32,11,47,256,40,12,47,313,36,15,170,140,201,116,379,140,204,118,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,0,2,720,576,home#menu#music
